team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
UTA,2024,UTA,UTA,Team Level,5on4,30,0.91,0.9,0.89,7943.0,113.17,17.13,9.04,22.05,3.49,66.42,35.86,16.11,17.13,16.11,95.0,59.0,51.0,205.0,16.0,5.0,1.0,19.0,0.0,69.0,45.0,79.0,138.0,7.0,16.0,78.0,9.0,10.0,22.0,103.0,31.0,20.0,2.5,3.52,11.1,2.0,1.0,13.0,205.0,154.0,154.0,4.0,2.32,2.06,2.06,17.39,17.39,16.49,14.38,1.61,0.64,2.15,0.46,4.42,9.72,1.57,1.61,1.57,17.0,2.0,4.0,23.0,1.0,1.0,1.0,0.0,0.0,8.0,9.0,16.0,18.0,2.0,4.0,60.0,18.0,11.0,8.0,12.0,4.0,3.0,0.33,0.54,0.74,0.0,1.0,0.0,23.0,19.0,19.0,6.0,0.15,0.13,0.13,1.63,1.63,1.62
NYR,2024,NYR,NYR,Team Level,other,30,0.49,0.53,0.51,4911.0,57.83,14.44,3.98,10.37,1.85,30.55,17.81,13.51,14.44,13.51,47.0,32.0,37.0,116.0,9.0,5.0,0.0,9.0,1.0,26.0,29.0,38.0,70.0,3.0,9.0,52.0,13.0,8.0,15.0,39.0,17.0,23.0,1.46,2.11,10.87,1.0,1.0,7.0,116.0,79.0,79.0,6.0,1.16,1.67,1.67,13.93,13.93,13.2,55.9,15.08,3.85,10.67,1.74,28.75,16.91,14.66,15.08,14.66,49.0,28.0,27.0,104.0,15.0,2.0,0.0,4.0,0.0,27.0,29.0,34.0,62.0,6.0,15.0,49.0,14.0,6.0,15.0,37.0,17.0,23.0,1.31,2.11,11.66,2.0,2.0,11.0,104.0,77.0,77.0,6.0,1.15,0.81,0.81,15.43,15.43,15.0
NYR,2024,NYR,NYR,Team Level,all,30,0.5,0.49,0.49,108245.0,983.96,99.53,66.42,235.1,32.43,528.75,384.77,94.65,100.34,95.31,913.0,434.0,481.0,1828.0,92.0,92.0,12.0,201.0,4.0,420.0,538.0,821.0,1255.0,109.0,239.0,916.0,736.0,158.0,452.0,986.0,249.0,112.0,28.56,31.83,39.15,37.0,26.0,29.0,1838.22,1347.0,1356.28,230.0,14.81,18.53,18.53,95.81,96.27,93.32,1022.5,99.64,69.9,246.9,33.43,548.2,389.93,96.09,100.35,96.77,945.0,443.0,485.0,1873.0,91.0,99.0,6.0,164.0,1.0,417.0,616.0,854.0,1297.0,97.0,217.0,764.0,557.0,148.0,514.0,1023.0,256.0,109.0,29.04,32.51,38.1,36.0,30.0,25.0,1882.68,1388.0,1395.52,242.0,15.61,18.48,18.48,96.77,97.33,95.18
NYR,2024,NYR,NYR,Team Level,5on5,30,0.49,0.49,0.49,87349.0,761.99,64.74,49.37,192.14,25.07,406.99,302.68,61.95,65.56,62.62,712.0,329.0,389.0,1430.0,64.0,77.0,10.0,154.0,3.0,322.0,421.0,648.0,977.0,97.0,212.0,693.0,694.0,128.0,387.0,795.0,181.0,65.0,22.3,23.55,18.89,32.0,21.0,11.0,1440.22,1041.0,1050.28,208.0,10.28,14.63,14.63,60.39,60.85,59.64,812.35,68.36,52.29,203.27,26.75,435.08,319.25,66.52,69.07,67.19,756.0,349.0,398.0,1503.0,66.0,76.0,6.0,134.0,1.0,316.0,512.0,690.0,1039.0,85.0,190.0,583.0,523.0,134.0,455.0,831.0,210.0,64.0,23.88,26.88,17.61,32.0,26.0,8.0,1512.68,1105.0,1112.52,221.0,10.84,14.76,14.76,64.44,65.0,64.32
NYR,2024,NYR,NYR,Team Level,4on5,30,0.18,0.17,0.2,8976.0,34.33,3.28,1.7,4.77,1.02,10.62,23.61,3.23,3.28,3.23,35.0,10.0,3.0,48.0,3.0,3.0,0.0,2.0,0.0,6.0,31.0,32.0,42.0,4.0,8.0,83.0,25.0,11.0,19.0,31.0,11.0,3.0,0.85,1.37,1.06,1.0,1.0,1.0,48.0,45.0,45.0,13.0,0.4,0.46,0.46,3.22,3.22,3.21,135.32,14.57,12.99,30.03,4.36,78.54,40.52,13.32,14.57,13.32,123.0,58.0,53.0,234.0,9.0,20.0,0.0,26.0,0.0,68.0,58.0,114.0,172.0,4.0,8.0,77.0,8.0,2.0,32.0,133.0,28.0,20.0,3.12,3.39,8.06,1.0,2.0,6.0,234.0,181.0,181.0,5.0,3.44,2.39,2.39,15.62,15.62,14.57
NYR,2024,NYR,NYR,Team Level,5on4,30,0.91,0.88,0.88,7009.0,129.81,17.07,11.37,27.81,4.5,80.59,40.66,15.94,17.07,15.94,119.0,63.0,52.0,234.0,16.0,7.0,2.0,36.0,0.0,66.0,57.0,103.0,166.0,5.0,10.0,88.0,4.0,11.0,31.0,121.0,40.0,21.0,3.95,4.8,8.32,3.0,3.0,10.0,234.0,182.0,182.0,3.0,2.97,1.77,1.77,18.26,18.26,17.26,18.95,1.63,0.78,2.93,0.58,5.83,13.25,1.6,1.63,1.6,17.0,8.0,7.0,32.0,1.0,1.0,0.0,0.0,0.0,6.0,17.0,16.0,24.0,2.0,4.0,55.0,12.0,6.0,12.0,22.0,1.0,2.0,0.72,0.13,0.77,1.0,0.0,0.0,32.0,25.0,25.0,10.0,0.18,0.53,0.53,1.28,1.28,1.28
VAN,2024,VAN,VAN,Team Level,other,29,0.59,0.5,0.5,4012.0,49.02,12.31,3.19,8.37,1.88,26.23,17.02,11.41,12.31,11.41,46.0,23.0,26.0,95.0,12.0,3.0,1.0,7.0,1.0,20.0,26.0,34.0,57.0,1.0,2.0,43.0,15.0,5.0,8.0,34.0,13.0,22.0,1.34,1.55,9.41,3.0,1.0,8.0,95.0,69.0,69.0,3.0,0.95,0.97,0.97,12.28,12.28,11.51,50.4,8.42,3.75,10.51,1.79,28.68,16.86,8.18,8.42,8.18,50.0,20.0,25.0,95.0,14.0,4.0,1.0,6.0,0.0,23.0,23.0,36.0,56.0,4.0,8.0,39.0,16.0,3.0,11.0,48.0,10.0,12.0,1.93,1.03,5.45,6.0,1.0,7.0,95.0,70.0,70.0,5.0,1.08,1.0,1.0,8.49,8.49,8.26
VAN,2024,VAN,VAN,Team Level,all,29,0.48,0.49,0.48,105824.0,807.39,76.23,52.83,192.11,27.33,448.68,331.82,73.41,76.31,73.47,761.0,368.0,460.0,1589.0,93.0,69.0,11.0,148.0,4.0,386.0,429.0,668.0,1036.0,107.0,241.0,827.0,808.0,159.0,391.0,862.0,188.0,79.0,23.45,23.85,28.94,39.0,27.0,27.0,1585.82,1129.0,1127.68,199.0,11.73,14.23,14.23,73.74,73.78,71.83,883.96,81.03,59.32,215.5,29.69,483.61,349.85,77.91,81.94,78.77,821.0,398.0,441.0,1660.0,91.0,75.0,14.0,173.0,0.0,406.0,474.0,730.0,1128.0,98.0,223.0,830.0,571.0,135.0,432.0,936.0,193.0,90.0,25.29,24.03,31.72,43.0,20.0,28.0,1676.04,1219.0,1231.27,206.0,13.24,16.55,16.9,77.38,78.12,76.43
VAN,2024,VAN,VAN,Team Level,5on5,29,0.49,0.5,0.49,84603.0,633.33,48.15,39.32,157.38,21.17,353.04,266.93,46.88,48.22,46.95,596.0,290.0,375.0,1261.0,62.0,50.0,8.0,127.0,2.0,306.0,339.0,534.0,824.0,101.0,229.0,652.0,751.0,144.0,342.0,705.0,140.0,41.0,18.93,17.92,11.3,33.0,20.0,9.0,1257.82,886.0,884.68,180.0,8.1,9.69,9.69,46.56,46.59,45.98,670.81,50.47,41.28,171.31,22.07,365.0,274.86,48.52,51.37,49.39,613.0,312.0,352.0,1277.0,58.0,50.0,8.0,138.0,0.0,313.0,366.0,555.0,867.0,89.0,205.0,639.0,531.0,119.0,372.0,735.0,139.0,51.0,18.74,17.71,14.01,35.0,16.0,7.0,1293.04,925.0,937.27,184.0,8.53,10.41,10.75,48.25,48.99,48.12
VAN,2024,VAN,VAN,Team Level,4on5,29,0.06,0.12,0.13,9296.0,21.05,1.35,0.85,3.31,0.68,6.96,15.85,1.33,1.35,1.33,22.0,7.0,4.0,33.0,0.0,1.0,0.0,0.0,1.0,6.0,21.0,22.0,29.0,2.0,4.0,64.0,30.0,6.0,18.0,24.0,5.0,0.0,0.61,0.74,0.0,0.0,0.0,0.0,33.0,29.0,29.0,14.0,0.2,0.03,0.03,1.52,1.52,1.49,141.65,20.01,12.91,30.41,5.09,82.12,43.46,19.08,20.01,19.08,134.0,60.0,60.0,254.0,16.0,18.0,5.0,27.0,0.0,69.0,64.0,118.0,178.0,3.0,6.0,89.0,7.0,8.0,30.0,131.0,39.0,24.0,3.81,4.64,11.56,1.0,1.0,14.0,254.0,194.0,194.0,3.0,3.32,4.88,4.88,18.46,18.46,17.87
VAN,2024,VAN,VAN,Team Level,5on4,29,0.87,0.85,0.83,7913.0,103.99,14.43,9.47,23.03,3.59,62.46,32.02,13.78,14.43,13.78,97.0,48.0,55.0,200.0,19.0,15.0,2.0,14.0,0.0,54.0,43.0,78.0,126.0,3.0,6.0,68.0,12.0,4.0,23.0,99.0,30.0,16.0,2.57,3.63,8.23,3.0,6.0,10.0,200.0,145.0,145.0,2.0,2.49,3.54,3.54,13.38,13.38,12.85,21.1,2.14,1.38,3.26,0.76,7.8,14.67,2.12,2.14,2.12,24.0,6.0,4.0,34.0,3.0,3.0,0.0,2.0,0.0,1.0,21.0,21.0,27.0,2.0,4.0,63.0,17.0,5.0,19.0,22.0,5.0,3.0,0.8,0.64,0.7,1.0,2.0,0.0,34.0,30.0,30.0,14.0,0.31,0.27,0.27,2.19,2.19,2.17
MIN,2024,MIN,MIN,Team Level,other,31,0.55,0.42,0.45,3567.0,49.36,13.44,3.18,7.58,1.72,25.44,16.65,12.75,13.44,12.75,47.0,21.0,18.0,86.0,18.0,4.0,0.0,2.0,0.0,18.0,26.0,29.0,50.0,1.0,2.0,40.0,5.0,3.0,8.0,37.0,9.0,22.0,1.44,1.08,10.92,2.0,2.0,14.0,86.0,68.0,68.0,2.0,0.92,1.14,1.14,13.22,13.22,12.92,62.2,11.03,4.44,11.47,2.11,33.35,21.59,10.39,11.03,10.39,56.0,28.0,33.0,117.0,12.0,8.0,1.0,8.0,0.0,18.0,38.0,44.0,72.0,2.0,6.0,35.0,10.0,5.0,9.0,43.0,25.0,16.0,1.82,3.21,5.99,4.0,1.0,7.0,117.0,84.0,84.0,5.0,1.2,2.21,2.21,10.02,10.02,9.69
MIN,2024,MIN,MIN,Team Level,all,31,0.52,0.49,0.5,113131.0,936.76,89.69,60.92,225.9,31.38,510.98,376.14,85.33,91.35,86.9,888.0,407.0,492.0,1787.0,97.0,98.0,11.0,153.0,2.0,412.0,533.0,791.0,1198.0,92.0,216.0,817.0,601.0,152.0,471.0,986.0,209.0,100.0,26.49,25.37,37.83,37.0,28.0,32.0,1821.06,1295.0,1318.33,210.0,13.48,21.64,21.64,81.53,82.88,81.02,951.84,81.62,62.32,230.76,31.78,529.69,380.9,78.59,81.25,78.22,892.0,426.0,549.0,1867.0,78.0,73.0,10.0,171.0,3.0,402.0,591.0,814.0,1240.0,95.0,224.0,864.0,618.0,155.0,462.0,1026.0,208.0,84.0,28.21,25.4,28.01,26.0,21.0,31.0,1844.31,1318.0,1307.09,208.0,13.78,14.92,14.92,80.41,79.95,78.44
MIN,2024,MIN,MIN,Team Level,5on5,31,0.53,0.49,0.5,94870.0,749.37,58.63,46.04,188.91,25.04,408.69,310.69,56.25,60.28,57.82,709.0,329.0,414.0,1452.0,65.0,73.0,9.0,131.0,1.0,330.0,438.0,644.0,973.0,86.0,202.0,658.0,573.0,141.0,428.0,808.0,179.0,51.0,21.64,21.74,15.25,32.0,25.0,8.0,1486.06,1038.0,1061.33,197.0,9.5,15.5,15.95,52.18,53.52,52.81,735.2,51.48,45.93,187.07,24.48,411.29,302.81,49.79,51.11,49.42,685.0,339.0,465.0,1489.0,43.0,49.0,6.0,144.0,2.0,313.0,473.0,642.0,981.0,83.0,198.0,683.0,579.0,135.0,419.0,832.0,150.0,42.0,22.18,18.19,11.11,19.0,14.0,10.0,1466.3,1024.0,1013.09,191.0,9.43,8.99,8.99,51.85,51.39,50.73
MIN,2024,MIN,MIN,Team Level,4on5,31,0.07,0.1,0.1,7003.0,15.69,1.27,0.76,2.75,0.52,4.89,10.8,1.23,1.27,1.23,17.0,4.0,3.0,24.0,1.0,1.0,0.0,2.0,0.0,3.0,14.0,16.0,20.0,2.0,6.0,50.0,13.0,1.0,7.0,17.0,2.0,2.0,0.41,0.33,0.53,0.0,0.0,1.0,24.0,21.0,21.0,5.0,0.19,0.18,0.18,1.28,1.28,1.28,131.77,17.16,10.81,28.83,4.44,77.67,40.09,16.51,17.16,16.51,126.0,53.0,49.0,228.0,21.0,16.0,3.0,16.0,1.0,66.0,59.0,105.0,158.0,6.0,12.0,79.0,7.0,7.0,20.0,128.0,28.0,23.0,3.58,3.38,10.21,3.0,4.0,14.0,228.0,179.0,179.0,2.0,2.88,3.72,3.72,16.32,16.32,15.86
MIN,2024,MIN,MIN,Team Level,5on4,31,0.89,0.87,0.84,7691.0,122.34,16.36,10.93,26.66,4.11,71.96,37.99,15.11,16.36,15.11,115.0,53.0,57.0,225.0,13.0,20.0,2.0,18.0,1.0,61.0,55.0,102.0,155.0,3.0,6.0,69.0,10.0,7.0,28.0,124.0,19.0,25.0,3.01,2.21,11.13,3.0,1.0,9.0,225.0,168.0,168.0,6.0,2.88,4.82,4.37,14.86,14.86,14.01,22.67,1.94,1.14,3.39,0.75,7.38,16.4,1.9,1.94,1.9,25.0,6.0,2.0,33.0,2.0,0.0,0.0,3.0,0.0,5.0,21.0,23.0,29.0,4.0,8.0,67.0,22.0,8.0,14.0,23.0,5.0,3.0,0.62,0.62,0.7,0.0,2.0,0.0,33.0,31.0,31.0,10.0,0.27,0.0,0.0,2.21,2.21,2.16
BUF,2024,BUF,BUF,Team Level,other,31,0.5,0.55,0.58,5179.0,78.01,17.07,5.73,14.51,2.65,43.27,21.77,15.65,17.07,15.65,69.0,36.0,37.0,142.0,12.0,13.0,4.0,14.0,2.0,39.0,25.0,57.0,93.0,5.0,10.0,53.0,18.0,6.0,17.0,56.0,26.0,23.0,2.54,3.15,11.39,2.0,2.0,8.0,142.0,105.0,105.0,8.0,1.67,4.43,4.93,13.81,13.81,13.01,55.91,16.97,3.65,8.97,1.82,27.34,17.24,15.52,16.97,15.52,44.0,32.0,39.0,115.0,17.0,3.0,1.0,6.0,1.0,27.0,22.0,27.0,59.0,4.0,8.0,65.0,13.0,8.0,14.0,37.0,12.0,27.0,1.39,1.5,14.08,2.0,3.0,12.0,115.0,76.0,76.0,9.0,1.12,0.86,0.86,17.23,17.23,15.75
BUF,2024,BUF,BUF,Team Level,all,31,0.47,0.51,0.5,113109.0,989.81,92.8,66.75,244.15,33.6,541.0,381.69,88.25,92.37,87.84,868.0,492.0,558.0,1918.0,91.0,98.0,14.0,182.0,5.0,426.0,558.0,777.0,1269.0,127.0,289.0,927.0,654.0,159.0,437.0,1015.0,252.0,93.0,29.96,30.88,31.97,40.0,31.0,20.0,1910.9,1360.0,1355.06,207.0,14.93,22.0,22.0,85.72,85.43,83.06,972.33,103.51,66.21,232.79,32.71,522.46,379.32,98.67,103.84,99.03,912.0,425.0,491.0,1828.0,103.0,111.0,20.0,190.0,7.0,410.0,516.0,809.0,1234.0,120.0,263.0,957.0,670.0,163.0,453.0,972.0,241.0,124.0,28.11,30.69,44.72,31.0,33.0,39.0,1833.93,1337.0,1343.32,219.0,14.76,21.22,21.93,96.34,96.83,93.72
BUF,2024,BUF,BUF,Team Level,5on5,31,0.47,0.52,0.51,89668.0,759.88,58.09,49.09,198.1,25.99,416.76,303.98,56.1,57.66,55.7,664.0,388.0,457.0,1509.0,64.0,69.0,7.0,143.0,3.0,325.0,448.0,600.0,988.0,114.0,263.0,702.0,598.0,137.0,385.0,828.0,176.0,48.0,22.88,22.24,12.98,34.0,24.0,6.0,1501.9,1052.0,1047.06,183.0,10.15,13.95,13.45,54.78,54.49,53.57,742.11,64.53,48.31,188.58,25.11,398.95,297.52,62.13,64.86,62.5,701.0,322.0,387.0,1410.0,66.0,93.0,15.0,142.0,4.0,312.0,406.0,635.0,957.0,107.0,239.0,709.0,623.0,135.0,399.0,765.0,195.0,63.0,22.0,24.98,17.55,26.0,26.0,14.0,1415.93,1023.0,1029.32,192.0,10.03,17.75,18.11,56.45,56.93,56.07
BUF,2024,BUF,BUF,Team Level,4on5,31,0.1,0.12,0.14,9436.0,25.05,2.11,1.25,3.8,0.75,7.8,17.3,2.02,2.11,2.02,28.0,5.0,4.0,37.0,3.0,3.0,1.0,1.0,0.0,3.0,23.0,25.0,30.0,3.0,6.0,98.0,33.0,9.0,14.0,24.0,6.0,3.0,0.77,0.61,0.73,2.0,0.0,1.0,37.0,33.0,33.0,13.0,0.29,0.73,0.73,1.67,1.67,1.64,148.51,20.07,12.98,31.86,5.0,87.91,46.17,19.1,20.07,19.1,141.0,63.0,61.0,265.0,19.0,14.0,4.0,40.0,1.0,64.0,66.0,122.0,185.0,6.0,10.0,93.0,10.0,11.0,30.0,143.0,29.0,32.0,3.94,3.5,12.64,2.0,4.0,13.0,265.0,204.0,204.0,10.0,3.31,2.6,2.94,20.45,20.45,19.71
BUF,2024,BUF,BUF,Team Level,5on4,31,0.89,0.86,0.83,8826.0,126.87,15.54,10.67,27.75,4.22,73.18,38.64,14.46,15.54,14.46,107.0,63.0,60.0,230.0,12.0,13.0,2.0,24.0,0.0,59.0,62.0,95.0,158.0,5.0,10.0,74.0,5.0,7.0,21.0,107.0,44.0,19.0,3.77,4.89,6.87,2.0,5.0,5.0,230.0,170.0,170.0,3.0,2.82,2.89,2.89,15.47,15.47,14.84,25.8,1.94,1.28,3.37,0.77,8.26,18.39,1.92,1.94,1.92,26.0,8.0,4.0,38.0,1.0,1.0,0.0,2.0,1.0,7.0,22.0,25.0,33.0,3.0,6.0,90.0,24.0,9.0,10.0,27.0,5.0,2.0,0.77,0.71,0.46,1.0,0.0,0.0,38.0,34.0,34.0,8.0,0.29,0.01,0.01,2.22,2.22,2.19
VGK,2024,VGK,VGK,Team Level,other,31,0.49,0.39,0.38,2840.0,35.77,11.48,2.26,5.49,1.14,17.93,9.69,11.22,11.48,11.22,35.0,13.0,18.0,66.0,13.0,1.0,0.0,4.0,0.0,19.0,11.0,22.0,35.0,1.0,2.0,39.0,9.0,3.0,12.0,22.0,9.0,17.0,1.01,1.13,9.33,1.0,3.0,9.0,66.0,48.0,48.0,5.0,0.7,0.21,0.21,11.96,11.96,11.65,58.64,11.96,4.5,10.04,1.89,33.15,17.46,11.12,11.96,11.12,52.0,27.0,26.0,105.0,6.0,4.0,0.0,12.0,3.0,32.0,22.0,46.0,73.0,1.0,2.0,34.0,9.0,6.0,13.0,37.0,25.0,17.0,1.71,3.19,7.06,0.0,2.0,4.0,105.0,79.0,79.0,4.0,1.37,1.31,1.31,12.02,12.02,11.34
VGK,2024,VGK,VGK,Team Level,all,31,0.51,0.48,0.49,112874.0,959.82,98.97,63.27,226.9,31.7,516.57,374.58,92.39,99.45,92.88,938.0,374.0,506.0,1818.0,107.0,87.0,13.0,196.0,2.0,454.0,466.0,831.0,1205.0,69.0,155.0,915.0,618.0,177.0,503.0,954.0,244.0,114.0,28.01,30.4,40.56,38.0,39.0,30.0,1825.92,1312.0,1316.61,243.0,13.92,18.16,18.16,94.74,95.21,90.64,997.87,96.35,66.09,248.03,34.23,537.16,389.13,91.63,96.36,91.64,881.0,490.0,568.0,1939.0,91.0,117.0,14.0,178.0,5.0,496.0,484.0,790.0,1280.0,82.0,183.0,826.0,672.0,174.0,472.0,1000.0,258.0,113.0,29.37,31.84,35.14,32.0,34.0,25.0,1938.42,1371.0,1373.46,205.0,14.63,24.09,24.09,86.89,86.92,84.61
VGK,2024,VGK,VGK,Team Level,5on5,31,0.47,0.48,0.49,96859.0,787.66,65.93,49.58,195.3,26.25,424.54,322.41,63.33,66.4,63.82,770.0,314.0,433.0,1517.0,75.0,77.0,11.0,169.0,2.0,368.0,393.0,695.0,1009.0,63.0,141.0,747.0,595.0,166.0,463.0,820.0,197.0,67.0,23.7,24.54,17.68,34.0,31.0,10.0,1524.92,1084.0,1088.61,229.0,10.26,15.02,15.02,61.17,61.64,60.56,833.71,73.16,52.84,215.33,28.78,446.17,331.72,69.79,73.16,69.8,736.0,412.0,482.0,1630.0,70.0,100.0,14.0,151.0,2.0,406.0,419.0,666.0,1078.0,77.0,171.0,684.0,649.0,161.0,422.0,865.0,199.0,84.0,24.69,24.91,23.55,29.0,25.0,16.0,1629.42,1148.0,1150.46,185.0,10.97,20.53,20.53,63.6,63.63,62.45
VGK,2024,VGK,VGK,Team Level,4on5,31,0.13,0.1,0.11,6064.0,12.03,1.55,0.73,1.83,0.41,3.39,7.09,1.53,1.55,1.53,9.0,6.0,6.0,21.0,2.0,0.0,0.0,1.0,0.0,1.0,11.0,7.0,13.0,2.0,6.0,49.0,10.0,6.0,10.0,8.0,5.0,2.0,0.29,0.66,0.6,2.0,0.0,0.0,21.0,15.0,15.0,9.0,0.17,0.0,0.0,1.71,1.71,1.69,89.69,9.93,8.13,20.26,3.08,53.34,29.25,9.43,9.93,9.43,79.0,45.0,56.0,180.0,13.0,11.0,0.0,14.0,0.0,55.0,31.0,66.0,111.0,2.0,6.0,49.0,3.0,5.0,17.0,85.0,28.0,11.0,2.67,2.98,4.28,2.0,6.0,5.0,180.0,124.0,124.0,0.0,2.14,1.81,1.81,10.26,10.26,9.8
VGK,2024,VGK,VGK,Team Level,5on4,31,0.94,0.9,0.89,7111.0,124.35,20.02,10.71,24.28,3.9,70.72,35.39,16.31,20.02,16.31,124.0,41.0,49.0,214.0,17.0,9.0,2.0,22.0,0.0,66.0,51.0,107.0,148.0,3.0,6.0,80.0,4.0,2.0,18.0,104.0,33.0,28.0,3.01,4.07,12.94,1.0,5.0,11.0,214.0,165.0,165.0,0.0,2.8,2.93,2.93,19.89,19.89,16.75,15.83,1.3,0.62,2.4,0.46,4.52,10.7,1.29,1.3,1.29,14.0,6.0,4.0,24.0,2.0,2.0,0.0,1.0,0.0,3.0,12.0,12.0,18.0,2.0,4.0,59.0,11.0,2.0,20.0,13.0,6.0,1.0,0.3,0.75,0.25,1.0,1.0,0.0,24.0,20.0,20.0,16.0,0.15,0.44,0.44,1.01,1.01,1.01
DAL,2024,DAL,DAL,Team Level,other,29,0.53,0.53,0.51,4636.0,47.64,12.54,3.17,9.21,1.56,24.45,15.08,11.77,12.54,11.77,50.0,16.0,38.0,104.0,14.0,6.0,0.0,12.0,0.0,19.0,15.0,36.0,52.0,3.0,6.0,50.0,15.0,7.0,10.0,32.0,16.0,18.0,1.28,1.95,9.3,2.0,1.0,11.0,104.0,66.0,66.0,6.0,0.92,1.05,1.05,12.41,12.41,11.72,46.41,11.32,3.4,7.79,1.57,27.13,12.8,10.78,11.32,10.78,37.0,27.0,27.0,91.0,9.0,3.0,0.0,7.0,1.0,25.0,19.0,28.0,55.0,1.0,2.0,40.0,18.0,10.0,12.0,31.0,17.0,16.0,1.33,2.17,7.81,1.0,2.0,6.0,91.0,64.0,64.0,6.0,0.99,0.57,0.57,11.73,11.73,11.18
DAL,2024,DAL,DAL,Team Level,all,29,0.54,0.54,0.53,104851.0,941.73,96.91,63.05,228.86,31.91,501.82,362.45,93.13,97.0,93.25,886.0,399.0,549.0,1834.0,94.0,105.0,5.0,184.0,3.0,421.0,478.0,792.0,1191.0,90.0,197.0,894.0,433.0,163.0,490.0,904.0,281.0,100.0,26.9,35.7,34.31,33.0,31.0,30.0,1845.2,1285.0,1293.27,243.0,14.14,18.73,18.73,92.32,92.62,90.11,853.84,83.55,56.78,204.71,27.99,455.09,328.88,80.53,83.41,80.39,779.0,378.0,416.0,1573.0,74.0,79.0,8.0,159.0,2.0,355.0,488.0,705.0,1083.0,97.0,209.0,833.0,703.0,159.0,488.0,846.0,215.0,96.0,25.29,25.77,32.49,28.0,26.0,20.0,1563.48,1157.0,1148.72,216.0,12.66,17.28,17.28,78.93,78.76,77.15
DAL,2024,DAL,DAL,Team Level,5on5,29,0.53,0.53,0.52,83974.0,731.15,63.18,45.8,186.05,24.68,387.74,288.55,61.36,63.27,61.48,684.0,312.0,428.0,1424.0,62.0,78.0,3.0,139.0,1.0,329.0,387.0,622.0,934.0,75.0,165.0,685.0,398.0,148.0,434.0,728.0,214.0,54.0,21.78,27.52,13.88,31.0,23.0,8.0,1435.2,996.0,1004.27,216.0,9.52,13.29,13.29,59.41,59.71,58.9,674.14,56.7,42.18,168.57,22.02,357.38,269.16,55.08,56.56,54.94,615.0,301.0,343.0,1259.0,49.0,60.0,7.0,124.0,1.0,274.0,408.0,566.0,867.0,89.0,193.0,643.0,652.0,133.0,436.0,694.0,162.0,60.0,20.82,19.14,16.73,22.0,19.0,8.0,1249.48,916.0,907.72,198.0,8.76,12.71,12.71,52.75,52.57,51.87
