team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
WPG,2024,WPG,WPG,Team Level,other,32,0.53,0.5,0.53,4116.0,57.83,15.42,4.15,10.32,2.04,32.89,17.25,14.82,15.42,14.82,60.0,23.0,24.0,107.0,26.0,4.0,2.0,6.0,0.0,26.0,21.0,34.0,57.0,1.0,2.0,55.0,13.0,3.0,13.0,42.0,20.0,21.0,1.62,2.46,11.34,3.0,8.0,15.0,107.0,83.0,83.0,12.0,1.25,1.31,1.31,15.29,15.29,14.87,55.63,13.58,3.82,10.66,1.83,26.82,18.29,12.7,13.58,12.7,52.0,23.0,31.0,106.0,13.0,7.0,2.0,6.0,0.0,29.0,20.0,39.0,62.0,3.0,6.0,42.0,11.0,3.0,8.0,43.0,11.0,21.0,1.58,1.34,10.65,0.0,2.0,11.0,106.0,75.0,75.0,4.0,1.04,2.17,2.17,12.44,12.44,11.74
WPG,2024,WPG,WPG,Team Level,all,32,0.5,0.48,0.49,115841.0,982.83,95.59,64.42,240.24,32.81,533.25,387.77,91.72,97.16,93.26,922.0,433.0,469.0,1824.0,117.0,88.0,15.0,204.0,2.0,425.0,519.0,805.0,1238.0,101.0,226.0,900.0,614.0,176.0,482.0,1002.0,247.0,106.0,27.44,29.44,38.7,39.0,34.0,44.0,1860.94,1355.0,1378.96,230.0,14.35,17.63,17.69,92.18,93.61,91.63,1022.83,97.5,68.99,254.23,35.06,553.93,405.28,92.71,97.29,92.46,938.0,477.0,528.0,1943.0,81.0,122.0,15.0,218.0,2.0,465.0,527.0,857.0,1334.0,115.0,254.0,936.0,763.0,180.0,480.0,1066.0,238.0,111.0,29.29,30.06,38.15,29.0,18.0,34.0,1916.75,1415.0,1403.53,240.0,15.24,23.47,23.47,89.27,88.99,86.57
WPG,2024,WPG,WPG,Team Level,5on5,32,0.49,0.49,0.49,95612.0,792.72,62.18,49.09,203.05,26.42,425.27,324.99,59.75,63.74,61.28,739.0,352.0,399.0,1490.0,64.0,72.0,12.0,180.0,2.0,337.0,436.0,675.0,1027.0,90.0,204.0,710.0,581.0,150.0,427.0,846.0,184.0,61.0,22.45,21.82,17.9,30.0,19.0,15.0,1526.94,1091.0,1114.96,202.0,10.18,13.86,13.92,58.44,59.87,58.75,809.23,65.88,51.92,209.39,27.77,444.34,328.7,63.04,65.67,62.8,742.0,386.0,428.0,1556.0,51.0,94.0,12.0,187.0,2.0,376.0,418.0,691.0,1077.0,98.0,220.0,730.0,717.0,162.0,438.0,873.0,192.0,63.0,23.95,24.24,17.68,24.0,14.0,13.0,1529.75,1128.0,1116.53,224.0,10.77,18.38,18.38,58.27,57.99,56.84
WPG,2024,WPG,WPG,Team Level,4on5,32,0.07,0.07,0.08,7569.0,12.01,1.18,0.65,1.42,0.33,3.47,7.96,1.15,1.18,1.15,12.0,3.0,2.0,17.0,1.0,0.0,0.0,0.0,0.0,5.0,9.0,11.0,14.0,5.0,10.0,63.0,16.0,13.0,14.0,8.0,6.0,1.0,0.18,0.79,0.2,0.0,1.0,0.0,17.0,15.0,15.0,12.0,0.15,0.0,0.0,1.32,1.32,1.29,130.25,15.63,11.88,29.91,4.59,74.04,38.95,14.67,15.63,14.67,113.0,62.0,63.0,238.0,16.0,20.0,0.0,23.0,0.0,55.0,61.0,97.0,159.0,12.0,24.0,97.0,8.0,5.0,18.0,122.0,30.0,23.0,3.11,3.8,8.72,5.0,2.0,9.0,238.0,175.0,175.0,0.0,3.11,2.64,2.64,16.11,16.11,15.65
WPG,2024,WPG,WPG,Team Level,5on4,32,0.87,0.83,0.82,8544.0,120.26,16.81,10.53,25.45,4.03,71.62,37.58,16.01,16.81,16.01,111.0,55.0,44.0,210.0,26.0,12.0,1.0,18.0,0.0,57.0,53.0,85.0,140.0,5.0,10.0,72.0,4.0,10.0,28.0,106.0,37.0,23.0,3.19,4.37,9.26,6.0,6.0,14.0,210.0,166.0,166.0,4.0,2.77,2.46,2.46,17.12,17.12,16.73,27.72,2.41,1.37,4.27,0.87,8.74,19.34,2.29,2.41,2.29,31.0,6.0,6.0,43.0,1.0,1.0,1.0,2.0,0.0,5.0,28.0,30.0,36.0,2.0,4.0,67.0,27.0,10.0,16.0,28.0,5.0,4.0,0.65,0.68,1.08,0.0,0.0,1.0,43.0,37.0,37.0,12.0,0.32,0.27,0.27,2.45,2.45,2.34
DET,2024,DET,DET,Team Level,other,30,0.49,0.48,0.48,3988.0,54.13,16.07,3.86,9.13,1.86,26.27,14.81,13.61,16.07,13.61,50.0,22.0,23.0,95.0,13.0,7.0,1.0,9.0,1.0,25.0,17.0,37.0,59.0,1.0,2.0,63.0,12.0,6.0,13.0,27.0,20.0,25.0,0.97,2.68,12.43,2.0,1.0,10.0,95.0,72.0,72.0,3.0,1.21,2.2,2.2,15.09,15.09,13.06,56.46,16.45,3.85,9.91,1.96,29.42,15.42,15.21,16.45,15.21,58.0,19.0,25.0,102.0,14.0,9.0,0.0,13.0,0.0,24.0,17.0,44.0,63.0,2.0,4.0,45.0,10.0,10.0,15.0,34.0,20.0,23.0,1.32,2.45,12.68,4.0,1.0,9.0,102.0,77.0,77.0,6.0,1.14,2.99,2.99,14.61,14.61,14.02
DET,2024,DET,DET,Team Level,all,30,0.46,0.47,0.46,109044.0,851.2,86.57,56.77,204.45,28.2,458.08,327.95,82.04,86.31,81.77,763.0,399.0,505.0,1667.0,77.0,72.0,7.0,146.0,5.0,382.0,480.0,686.0,1085.0,97.0,208.0,904.0,514.0,156.0,502.0,848.0,224.0,90.0,25.58,27.68,33.31,28.0,22.0,27.0,1648.74,1162.0,1153.96,258.0,12.7,15.25,15.25,84.02,83.81,80.67,1002.75,100.31,67.07,242.22,33.76,552.51,394.13,94.47,101.59,95.64,925.0,465.0,525.0,1915.0,94.0,89.0,12.0,206.0,5.0,486.0,510.0,831.0,1296.0,98.0,208.0,880.0,634.0,147.0,466.0,1029.0,251.0,110.0,28.63,29.83,41.85,36.0,22.0,36.0,1943.99,1390.0,1407.92,230.0,14.83,19.08,19.1,96.04,97.0,93.83
DET,2024,DET,DET,Team Level,5on5,30,0.46,0.46,0.45,90044.0,663.85,53.75,41.47,168.29,22.23,357.72,266.54,52.36,53.49,52.09,590.0,320.0,419.0,1329.0,46.0,54.0,3.0,119.0,4.0,292.0,395.0,544.0,864.0,90.0,194.0,698.0,475.0,137.0,445.0,705.0,159.0,46.0,21.09,19.61,13.05,22.0,17.0,7.0,1310.74,910.0,901.96,244.0,8.62,10.14,10.14,52.23,52.02,51.4,805.67,62.14,51.55,203.87,27.13,446.18,329.13,59.15,63.43,60.33,739.0,381.0,432.0,1552.0,52.0,62.0,8.0,177.0,3.0,399.0,427.0,687.0,1068.0,89.0,190.0,702.0,602.0,124.0,412.0,873.0,187.0,60.0,23.48,22.2,16.45,28.0,17.0,7.0,1580.99,1120.0,1137.92,209.0,10.64,12.02,12.04,60.75,61.71,60.3
DET,2024,DET,DET,Team Level,4on5,30,0.06,0.1,0.11,7430.0,15.4,1.27,0.62,2.52,0.44,4.58,10.56,1.17,1.27,1.17,15.0,5.0,5.0,25.0,1.0,1.0,0.0,1.0,0.0,3.0,14.0,14.0,19.0,1.0,2.0,64.0,25.0,7.0,13.0,17.0,1.0,2.0,0.53,0.13,0.61,1.0,0.0,0.0,25.0,20.0,20.0,10.0,0.14,0.29,0.29,1.13,1.13,1.11,123.79,20.39,10.79,25.94,4.12,70.85,36.91,18.79,20.39,18.79,111.0,58.0,62.0,231.0,26.0,18.0,4.0,14.0,2.0,60.0,49.0,85.0,143.0,4.0,8.0,70.0,2.0,4.0,21.0,104.0,38.0,27.0,3.26,4.42,12.72,2.0,4.0,20.0,231.0,169.0,169.0,1.0,2.84,4.07,4.07,19.16,19.16,18.0
DET,2024,DET,DET,Team Level,5on4,30,0.92,0.88,0.87,7582.0,117.82,15.47,10.81,24.49,3.67,69.51,36.05,14.9,15.47,14.9,108.0,52.0,58.0,218.0,17.0,10.0,3.0,17.0,0.0,62.0,54.0,91.0,143.0,5.0,10.0,79.0,2.0,6.0,31.0,99.0,44.0,17.0,2.99,5.26,7.23,3.0,4.0,10.0,218.0,160.0,160.0,1.0,2.73,2.63,2.63,15.57,15.57,15.1,16.83,1.32,0.88,2.5,0.56,6.06,12.67,1.31,1.32,1.31,17.0,7.0,6.0,30.0,2.0,0.0,0.0,2.0,0.0,3.0,17.0,15.0,22.0,3.0,6.0,63.0,20.0,9.0,18.0,18.0,6.0,0.0,0.57,0.76,0.0,2.0,0.0,0.0,30.0,24.0,24.0,14.0,0.21,0.0,0.0,1.53,1.53,1.51
SEA,2024,SEA,SEA,Team Level,other,32,0.47,0.51,0.49,5475.0,62.21,15.24,4.89,10.98,2.42,36.14,19.34,13.22,15.24,13.22,59.0,30.0,42.0,131.0,17.0,6.0,1.0,8.0,2.0,35.0,21.0,42.0,72.0,1.0,2.0,55.0,5.0,5.0,17.0,38.0,29.0,22.0,1.57,3.92,9.74,4.0,5.0,8.0,131.0,89.0,89.0,7.0,1.42,1.6,1.6,15.05,15.05,13.14,65.12,17.36,4.89,11.03,2.4,38.47,19.85,15.99,17.36,15.99,58.0,36.0,33.0,127.0,12.0,5.0,1.0,14.0,0.0,36.0,27.0,46.0,82.0,3.0,6.0,61.0,8.0,7.0,12.0,48.0,15.0,31.0,1.87,1.78,13.71,1.0,2.0,9.0,127.0,94.0,94.0,6.0,1.44,1.35,1.35,17.44,17.44,16.25
SEA,2024,SEA,SEA,Team Level,all,32,0.48,0.48,0.48,115963.0,970.82,93.73,64.38,234.86,32.93,536.51,389.58,89.47,93.34,89.12,863.0,489.0,525.0,1877.0,95.0,82.0,8.0,181.0,2.0,466.0,526.0,768.0,1257.0,86.0,186.0,889.0,683.0,159.0,445.0,1017.0,247.0,88.0,28.54,32.12,33.07,33.0,35.0,27.0,1863.13,1352.0,1344.54,204.0,14.29,15.97,15.97,92.04,91.57,88.4,1048.5,102.26,71.72,255.07,35.94,579.16,406.85,97.36,103.14,98.21,917.0,534.0,602.0,2053.0,95.0,104.0,11.0,237.0,3.0,500.0,512.0,822.0,1356.0,106.0,230.0,948.0,747.0,149.0,451.0,1100.0,218.0,133.0,31.57,27.37,43.33,36.0,32.0,27.0,2077.23,1451.0,1467.47,213.0,16.02,20.56,20.56,97.73,98.44,95.22
SEA,2024,SEA,SEA,Team Level,5on5,32,0.47,0.48,0.49,93674.0,763.13,58.1,47.48,193.47,25.86,420.59,317.49,56.41,57.72,56.06,665.0,398.0,426.0,1489.0,63.0,61.0,6.0,149.0,0.0,364.0,426.0,602.0,1000.0,83.0,180.0,684.0,654.0,135.0,392.0,840.0,184.0,39.0,23.22,23.97,10.92,27.0,27.0,9.0,1475.13,1063.0,1055.54,182.0,9.81,10.63,10.85,57.06,56.59,55.67,804.42,66.6,51.09,205.32,27.41,436.47,324.1,64.17,67.47,65.02,706.0,405.0,489.0,1600.0,67.0,82.0,9.0,186.0,3.0,374.0,399.0,639.0,1044.0,96.0,208.0,735.0,716.0,124.0,415.0,868.0,169.0,74.0,24.43,21.34,20.83,32.0,26.0,9.0,1624.23,1111.0,1127.47,196.0,10.6,16.13,16.13,61.08,61.79,60.68
SEA,2024,SEA,SEA,Team Level,4on5,32,0.16,0.1,0.12,7445.0,22.81,3.03,1.34,3.86,0.76,6.69,13.32,2.84,3.03,2.84,23.0,6.0,5.0,34.0,0.0,4.0,0.0,0.0,0.0,6.0,19.0,23.0,29.0,0.0,0.0,74.0,20.0,10.0,14.0,18.0,5.0,6.0,0.52,0.72,1.79,0.0,0.0,0.0,34.0,29.0,29.0,12.0,0.31,0.96,0.96,2.38,2.38,2.34,157.7,16.21,14.57,35.88,5.47,97.62,48.26,15.1,16.21,15.1,134.0,84.0,76.0,294.0,15.0,17.0,1.0,34.0,0.0,88.0,64.0,119.0,203.0,6.0,14.0,74.0,4.0,2.0,13.0,166.0,27.0,25.0,4.81,3.32,8.08,3.0,4.0,8.0,294.0,218.0,218.0,3.0,3.71,3.08,3.08,16.84,16.84,15.92
SEA,2024,SEA,SEA,Team Level,5on4,32,0.89,0.87,0.86,9369.0,122.68,17.36,10.67,26.56,3.89,73.08,39.43,17.01,17.36,17.01,116.0,55.0,52.0,223.0,15.0,11.0,1.0,24.0,0.0,61.0,60.0,101.0,156.0,2.0,4.0,76.0,4.0,9.0,22.0,121.0,29.0,21.0,3.23,3.52,10.61,2.0,3.0,10.0,223.0,171.0,171.0,3.0,2.75,2.79,2.57,17.54,17.54,17.25,21.26,2.1,1.17,2.85,0.65,6.6,14.64,2.1,2.1,2.1,19.0,9.0,4.0,32.0,1.0,0.0,0.0,3.0,0.0,2.0,22.0,18.0,27.0,1.0,2.0,78.0,19.0,16.0,11.0,18.0,7.0,3.0,0.46,0.93,0.72,0.0,0.0,1.0,32.0,28.0,28.0,8.0,0.27,0.0,0.0,2.37,2.37,2.37
NJD,2024,NJD,NJD,Team Level,other,33,0.61,0.46,0.49,5257.0,65.63,19.68,4.86,11.0,2.38,32.31,18.78,18.54,19.68,18.54,57.0,32.0,22.0,111.0,16.0,10.0,0.0,10.0,1.0,32.0,20.0,41.0,73.0,4.0,10.0,50.0,15.0,4.0,13.0,38.0,19.0,32.0,1.72,2.38,15.57,2.0,2.0,12.0,111.0,89.0,89.0,5.0,1.39,2.56,2.56,18.5,18.5,17.77,66.76,12.63,4.95,13.33,2.32,39.08,20.69,10.73,12.63,10.73,57.0,36.0,35.0,128.0,10.0,7.0,0.0,13.0,1.0,37.0,25.0,47.0,83.0,2.0,4.0,51.0,18.0,4.0,13.0,48.0,27.0,18.0,1.95,2.88,7.8,1.0,3.0,6.0,128.0,93.0,93.0,4.0,1.44,1.17,1.67,12.41,12.41,10.63
NJD,2024,NJD,NJD,Team Level,all,33,0.58,0.52,0.52,119435.0,1076.63,123.3,76.17,256.36,36.58,564.85,397.74,115.86,123.7,116.2,996.0,459.0,611.0,2066.0,110.0,129.0,12.0,200.0,2.0,472.0,542.0,886.0,1345.0,118.0,277.0,923.0,795.0,152.0,517.0,1010.0,280.0,165.0,29.85,35.34,58.11,36.0,30.0,44.0,2076.69,1455.0,1461.31,253.0,17.14,27.01,27.55,112.89,113.12,109.08,975.01,89.44,65.83,239.28,32.96,530.96,384.53,84.41,89.48,84.43,856.0,487.0,554.0,1897.0,86.0,102.0,8.0,176.0,3.0,425.0,551.0,770.0,1257.0,120.0,278.0,910.0,733.0,171.0,485.0,1014.0,234.0,95.0,28.86,28.48,32.09,35.0,30.0,21.0,1885.11,1343.0,1336.42,221.0,14.76,19.1,19.18,85.02,84.76,81.53
NJD,2024,NJD,NJD,Team Level,5on5,33,0.56,0.52,0.51,95803.0,813.49,74.5,53.4,205.67,27.64,428.7,314.09,70.99,74.91,71.33,739.0,365.0,491.0,1595.0,66.0,96.0,11.0,157.0,0.0,346.0,439.0,673.0,1038.0,108.0,255.0,702.0,744.0,132.0,442.0,815.0,196.0,93.0,23.2,24.93,26.38,28.0,22.0,16.0,1605.69,1104.0,1110.31,226.0,11.13,19.54,20.09,65.55,65.77,64.65,753.18,59.02,47.36,194.69,25.63,409.45,305.87,56.99,59.06,57.0,665.0,377.0,439.0,1481.0,59.0,73.0,6.0,145.0,2.0,325.0,438.0,606.0,983.0,111.0,260.0,712.0,679.0,154.0,425.0,812.0,176.0,54.0,22.66,21.72,14.65,28.0,24.0,7.0,1469.11,1042.0,1035.42,199.0,9.83,13.92,13.51,55.34,55.08,54.36
NJD,2024,NJD,NJD,Team Level,4on5,33,0.12,0.14,0.15,9176.0,21.98,2.05,1.28,3.47,0.82,7.97,15.41,2.04,2.05,2.04,23.0,8.0,10.0,41.0,3.0,1.0,0.0,0.0,0.0,5.0,22.0,20.0,28.0,2.0,4.0,69.0,19.0,10.0,16.0,23.0,7.0,1.0,0.76,1.03,0.26,2.0,1.0,0.0,41.0,31.0,31.0,11.0,0.29,0.01,0.01,2.33,2.33,2.32,125.3,14.87,12.04,27.21,4.03,73.64,38.23,13.9,14.87,13.9,105.0,65.0,74.0,244.0,15.0,19.0,2.0,17.0,0.0,58.0,61.0,90.0,155.0,4.0,8.0,77.0,13.0,5.0,29.0,129.0,20.0,21.0,3.4,2.42,9.04,4.0,3.0,8.0,244.0,170.0,170.0,2.0,3.16,3.48,3.48,14.54,14.54,13.82
NJD,2024,NJD,NJD,Team Level,5on4,33,0.9,0.88,0.86,9199.0,175.53,27.07,16.64,36.21,5.75,95.87,49.45,24.29,27.07,24.29,177.0,54.0,88.0,319.0,25.0,22.0,1.0,33.0,1.0,89.0,61.0,152.0,206.0,4.0,8.0,102.0,17.0,6.0,46.0,134.0,58.0,39.0,4.17,7.0,15.91,4.0,5.0,16.0,319.0,231.0,231.0,11.0,4.34,4.89,4.89,26.52,26.52,24.34,29.77,2.92,1.49,4.06,0.99,8.79,19.73,2.79,2.92,2.79,29.0,9.0,6.0,44.0,2.0,3.0,0.0,1.0,0.0,5.0,27.0,27.0,36.0,3.0,6.0,70.0,23.0,8.0,18.0,25.0,11.0,2.0,0.85,1.46,0.61,2.0,0.0,0.0,44.0,38.0,38.0,16.0,0.34,0.52,0.52,2.74,2.74,2.72
BOS,2024,BOS,BOS,Team Level,other,32,0.57,0.52,0.54,4267.0,63.14,13.26,4.42,12.15,2.31,34.01,21.84,12.31,13.26,12.31,52.0,36.0,28.0,116.0,13.0,6.0,2.0,6.0,0.0,31.0,32.0,39.0,75.0,2.0,4.0,58.0,13.0,11.0,11.0,51.0,16.0,21.0,1.94,1.86,9.47,4.0,2.0,7.0,116.0,88.0,88.0,4.0,1.25,2.1,2.1,12.41,12.41,12.09,53.39,10.13,3.78,10.63,2.03,28.16,19.28,9.91,10.13,9.91,49.0,25.0,33.0,107.0,13.0,5.0,0.0,8.0,1.0,22.0,25.0,36.0,61.0,1.0,4.0,54.0,9.0,6.0,7.0,44.0,16.0,14.0,1.85,1.99,6.29,3.0,2.0,8.0,107.0,74.0,74.0,3.0,1.09,1.4,1.4,9.83,9.83,9.7
BOS,2024,BOS,BOS,Team Level,all,32,0.51,0.5,0.5,116477.0,964.5,94.88,67.0,232.36,32.51,515.01,371.25,90.53,94.85,90.49,891.0,422.0,516.0,1829.0,82.0,104.0,10.0,179.0,2.0,409.0,537.0,809.0,1231.0,142.0,324.0,967.0,870.0,176.0,523.0,972.0,222.0,119.0,27.19,27.28,40.41,31.0,33.0,18.0,1822.09,1313.0,1312.9,266.0,15.23,23.26,23.26,86.85,86.86,85.08,936.13,89.62,61.37,228.74,31.97,506.57,375.73,86.55,90.21,87.12,885.0,409.0,502.0,1796.0,101.0,90.0,8.0,205.0,4.0,371.0,523.0,784.0,1193.0,145.0,328.0,897.0,701.0,173.0,506.0,968.0,231.0,95.0,26.03,29.41,34.18,40.0,31.0,30.0,1811.4,1294.0,1303.43,226.0,13.73,17.89,17.91,85.44,85.89,84.46
BOS,2024,BOS,BOS,Team Level,5on5,32,0.52,0.49,0.49,90989.0,694.79,59.13,44.38,174.0,22.88,371.53,275.08,57.06,59.1,57.02,637.0,310.0,407.0,1354.0,53.0,72.0,7.0,137.0,2.0,277.0,406.0,584.0,894.0,130.0,300.0,699.0,815.0,142.0,454.0,716.0,160.0,71.0,19.03,19.8,20.3,23.0,27.0,3.0,1347.09,947.0,946.9,242.0,9.22,16.9,16.9,51.46,51.47,50.79,716.24,53.68,44.08,185.95,24.48,392.51,292.3,52.18,54.27,52.75,672.0,321.0,390.0,1383.0,59.0,67.0,5.0,162.0,3.0,287.0,415.0,613.0,934.0,134.0,304.0,649.0,657.0,138.0,446.0,787.0,165.0,41.0,20.73,21.03,11.93,31.0,19.0,9.0,1398.4,993.0,1002.43,206.0,9.13,12.15,12.17,50.64,51.08,50.5
BOS,2024,BOS,BOS,Team Level,4on5,32,0.08,0.13,0.18,9923.0,27.28,1.95,1.42,4.24,0.98,10.04,20.37,1.93,1.95,1.93,31.0,8.0,0.0,39.0,2.0,1.0,0.0,2.0,0.0,9.0,25.0,29.0,37.0,1.0,2.0,88.0,27.0,9.0,20.0,33.0,5.0,1.0,1.08,0.62,0.25,2.0,0.0,0.0,39.0,39.0,39.0,15.0,0.32,0.25,0.25,2.02,2.02,2.02,129.54,21.34,11.5,26.61,4.25,75.06,40.23,20.35,21.34,20.35,126.0,53.0,73.0,252.0,25.0,14.0,3.0,33.0,0.0,56.0,51.0,101.0,154.0,7.0,14.0,101.0,11.0,15.0,33.0,106.0,43.0,30.0,2.69,5.5,13.16,5.0,9.0,11.0,252.0,179.0,179.0,3.0,3.05,3.21,3.21,21.19,21.19,20.52
BOS,2024,BOS,BOS,Team Level,5on4,32,0.82,0.86,0.83,11298.0,179.28,20.54,16.77,41.96,6.33,99.44,53.96,19.23,20.54,19.23,171.0,68.0,81.0,320.0,14.0,25.0,1.0,34.0,0.0,92.0,74.0,157.0,225.0,9.0,18.0,122.0,15.0,14.0,38.0,172.0,41.0,26.0,5.14,5.0,10.39,2.0,4.0,8.0,320.0,239.0,239.0,5.0,4.43,4.01,4.01,20.96,20.96,20.2,36.95,4.46,2.02,5.55,1.21,10.84,23.93,4.11,4.46,4.11,38.0,10.0,6.0,54.0,4.0,4.0,0.0,2.0,0.0,6.0,32.0,34.0,44.0,3.0,6.0,93.0,24.0,14.0,20.0,31.0,7.0,10.0,0.76,0.9,2.8,1.0,1.0,2.0,54.0,48.0,48.0,14.0,0.46,1.13,1.13,3.79,3.79,3.75
UTA,2024,UTA,UTA,Team Level,other,30,0.42,0.39,0.39,4257.0,43.56,9.88,2.84,8.1,1.46,21.89,15.83,9.68,9.88,9.68,39.0,21.0,24.0,84.0,11.0,3.0,0.0,4.0,0.0,18.0,24.0,28.0,49.0,1.0,2.0,59.0,7.0,8.0,11.0,24.0,20.0,16.0,1.09,2.48,6.3,1.0,4.0,6.0,84.0,60.0,60.0,5.0,0.83,0.91,0.91,9.8,9.8,9.69,70.82,13.72,4.94,13.83,2.41,37.74,22.35,12.66,13.72,12.66,62.0,33.0,39.0,134.0,16.0,5.0,1.0,11.0,2.0,34.0,27.0,46.0,79.0,2.0,4.0,57.0,10.0,8.0,13.0,47.0,28.0,20.0,1.75,3.39,8.57,3.0,5.0,8.0,134.0,95.0,95.0,3.0,1.47,1.75,1.75,13.44,13.44,12.43
UTA,2024,UTA,UTA,Team Level,all,30,0.49,0.51,0.51,109475.0,932.84,89.8,58.88,225.91,30.95,505.02,368.46,86.52,90.89,87.57,810.0,469.0,516.0,1795.0,91.0,84.0,9.0,166.0,5.0,420.0,513.0,719.0,1188.0,123.0,297.0,906.0,474.0,161.0,502.0,946.0,233.0,100.0,27.05,28.1,34.65,30.0,33.0,28.0,1820.66,1279.0,1296.66,249.0,12.89,17.03,17.03,85.66,86.76,85.07,909.4,94.2,59.56,218.55,30.24,484.06,349.39,89.86,93.57,89.26,847.0,389.0,511.0,1747.0,87.0,73.0,12.0,172.0,4.0,436.0,464.0,760.0,1149.0,106.0,251.0,854.0,757.0,191.0,454.0,876.0,254.0,106.0,26.3,31.02,36.88,31.0,27.0,29.0,1729.65,1236.0,1227.23,209.0,13.49,16.23,16.23,91.47,91.01,87.64
UTA,2024,UTA,UTA,Team Level,5on5,30,0.52,0.53,0.53,87656.0,755.94,61.02,45.95,192.32,25.25,410.17,303.29,58.96,62.11,60.0,656.0,382.0,440.0,1478.0,62.0,75.0,8.0,143.0,5.0,330.0,423.0,594.0,976.0,108.0,263.0,685.0,440.0,132.0,444.0,801.0,175.0,62.0,23.02,21.22,16.78,26.0,27.0,9.0,1503.66,1038.0,1055.66,218.0,9.5,13.87,13.87,56.65,57.75,57.06,670.45,57.35,41.2,169.56,22.36,353.92,269.6,55.91,56.72,55.32,628.0,286.0,386.0,1300.0,50.0,59.0,8.0,134.0,1.0,304.0,366.0,578.0,864.0,96.0,231.0,650.0,717.0,156.0,390.0,686.0,168.0,60.0,20.1,20.71,16.54,24.0,17.0,9.0,1282.65,914.0,905.23,196.0,8.57,13.05,13.05,52.86,52.41,51.72
UTA,2024,UTA,UTA,Team Level,4on5,30,0.08,0.09,0.11,9619.0,20.17,1.78,1.04,3.44,0.75,6.53,13.47,1.77,1.78,1.77,20.0,7.0,1.0,28.0,2.0,1.0,0.0,0.0,0.0,3.0,21.0,18.0,25.0,7.0,16.0,84.0,18.0,11.0,25.0,18.0,7.0,2.0,0.44,0.87,0.47,1.0,1.0,0.0,28.0,27.0,27.0,22.0,0.24,0.18,0.18,1.83,1.83,1.82,153.74,21.52,12.78,33.01,5.01,87.97,47.71,19.72,21.52,19.72,140.0,68.0,82.0,290.0,20.0,8.0,2.0,27.0,1.0,90.0,62.0,120.0,188.0,6.0,12.0,87.0,12.0,16.0,43.0,131.0,54.0,23.0,4.12,6.38,11.03,4.0,4.0,12.0,290.0,208.0,208.0,4.0,3.32,1.29,1.29,23.54,23.54,21.87
